centrality_case_id,node_id,node_type,node_label,watchlist_flag,transaction_count,total_transaction_amount,max_rule_based_risk_score,max_anomaly_score_percentile,alert_count,ml_alert_count,suspicious_label_count,node_risk_score,node_risk_band,in_degree,out_degree,total_degree,degree_centrality,pagerank_score,graph_priority_score,recommended_action
CENTRALITY-000537,ACC000354,Account,ACC000354,0,7.0,6164.38,72.0,97.97,7.0,2.0,4.0,84.19,Critical,4,9,13,0.0051,0.00027581,50.67,Review high-risk graph entity and connected transaction network.
CENTRALITY-000538,ACC000846,Account,ACC000846,0,5.0,348.58,82.0,95.0,5.0,1.0,5.0,84.15,Critical,2,9,11,0.004315,0.00025582,50.63,Review high-risk graph entity and connected transaction network.
CENTRALITY-000539,CUST000034,Customer,Isabella Ahmed,0,8.0,2650.2599999999998,93.0,95.48,3.0,1.0,3.0,84.27,Critical,0,2,2,0.000785,0.00025145,50.63,Review high-risk graph entity and connected transaction network.
CENTRALITY-000540,CUST000347,Customer,Noah Smith,0,8.0,544.7900000000001,72.0,98.04,8.0,1.0,4.0,84.21,Critical,0,0,0,0.0,0.00025145,50.58,Review high-risk graph entity and connected transaction network.
CENTRALITY-000541,ACC000941,Account,ACC000941,0,6.0,239.82,88.0,98.22,4.0,2.0,1.0,83.98,Critical,4,11,15,0.005885,0.00028999,50.56,Review high-risk graph entity and connected transaction network.
CENTRALITY-000542,ACC000199,Account,ACC000199,0,10.0,4911.299999999999,78.0,96.85,6.0,2.0,3.0,84.0,Critical,2,12,14,0.005492,0.0002578,50.56,Review high-risk graph entity and connected transaction network.
CENTRALITY-000543,CUST000118,Customer,Lucas Brown,0,9.0,4533.64,82.0,76.46,9.0,0.0,7.0,84.16,Critical,0,2,2,0.000785,0.00025145,50.56,Review high-risk graph entity and connected transaction network.
CENTRALITY-000544,CUST000456,Customer,Hannah Walker,0,3.0,8402.179999999998,100.0,96.16,2.0,1.0,1.0,84.16,Critical,0,2,2,0.000785,0.00025145,50.56,Review high-risk graph entity and connected transaction network.
CENTRALITY-000545,ACC000387,Account,ACC000387,0,4.0,3234.68,93.0,97.4,3.0,1.0,2.0,83.94,Critical,4,6,10,0.003923,0.00043407,50.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-000546,ACC000027,Account,ACC000027,0,10.0,778.25,61.0,98.33,8.0,4.0,4.0,83.87,Critical,3,14,17,0.006669,0.00029966,50.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-000547,ACC000026,Account,ACC000026,0,6.0,241.78,100.0,85.49,4.0,0.0,3.0,83.92,Critical,3,9,12,0.004708,0.00032804,50.51,Review high-risk graph entity and connected transaction network.
CENTRALITY-000548,CUST000573,Customer,Hannah Clarke,0,10.0,4699.99,73.0,99.18,6.0,3.0,3.0,84.06,Critical,0,2,2,0.000785,0.00025145,50.5,Review high-risk graph entity and connected transaction network.
CENTRALITY-000549,ACC000764,Account,ACC000764,0,9.0,439.06,88.0,93.68,6.0,1.0,1.0,83.89,Critical,2,12,14,0.005492,0.00025177,50.49,Review high-risk graph entity and connected transaction network.
CENTRALITY-000550,ACC000844,Account,ACC000844,0,6.0,331.59,83.0,98.6,5.0,1.0,3.0,83.86,Critical,5,9,14,0.005492,0.00034546,50.49,Review high-risk graph entity and connected transaction network.
CENTRALITY-000551,CUST000180,Customer,Maya Smith,0,11.0,1186.03,61.0,98.76,8.0,4.0,4.0,84.02,Critical,0,2,2,0.000785,0.00025145,50.48,Review high-risk graph entity and connected transaction network.
CENTRALITY-000552,CUST000100,Customer,Ethan Hall,0,12.0,675.45,63.0,94.67,12.0,1.0,6.0,83.98,Critical,0,1,1,0.000392,0.00025145,50.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-000553,ACC000450,Account,ACC000450,0,6.0,257.90000000000003,79.0,97.65,5.0,1.0,5.0,83.73,Critical,6,6,12,0.004708,0.00048062,50.43,Review high-risk graph entity and connected transaction network.
CENTRALITY-000554,CUST000692,Customer,Maya Patel,0,9.0,5687.82,71.0,99.97,6.0,2.0,5.0,83.94,Critical,0,0,0,0.0,0.00025145,50.41,Review high-risk graph entity and connected transaction network.
CENTRALITY-000555,CUST000823,Customer,Aisha Wilson,0,14.0,679.75,88.0,96.52,6.0,1.0,0.0,83.88,Critical,0,3,3,0.001177,0.00025145,50.4,Review high-risk graph entity and connected transaction network.
CENTRALITY-000556,ACC000836,Account,ACC000836,0,11.0,734.69,73.0,98.11,7.0,2.0,3.0,83.69,Critical,2,13,15,0.005885,0.00026351,50.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000557,ACC000142,Account,ACC000142,0,7.0,1159.17,81.0,96.47,5.0,2.0,3.0,83.71,Critical,2,8,10,0.003923,0.00025364,50.36,Review high-risk graph entity and connected transaction network.
CENTRALITY-000558,MER000078,Merchant,Hotels Merchant 078,0,34.0,9208.59,65.0,99.46,7.0,3.0,4.0,83.06,Critical,34,0,34,0.013339,0.00121381,50.35,Review high-risk graph entity and connected transaction network.
CENTRALITY-000559,ACC000188,Account,ACC000188,0,5.0,487.46000000000004,89.0,94.19,4.0,1.0,3.0,83.52,Critical,5,7,12,0.004708,0.00061515,50.33,Review high-risk graph entity and connected transaction network.
CENTRALITY-000560,ACC000423,Account,ACC000423,0,10.0,2095.42,84.0,89.39,7.0,0.0,4.0,83.59,Critical,3,12,15,0.005885,0.00026395,50.32,Review high-risk graph entity and connected transaction network.
CENTRALITY-000561,MER000225,Merchant,Travel Merchant 225,0,39.0,2847.47,55.0,98.68,7.0,6.0,4.0,82.79,Critical,39,0,39,0.0153,0.00157654,50.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000562,CUST000423,Customer,Mia Thomas,0,6.0,257.32,81.0,96.47,6.0,1.0,3.0,83.71,Critical,0,3,3,0.001177,0.00025145,50.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000563,CUST000943,Customer,Zara Ali,0,8.0,449.15000000000003,69.0,97.69,8.0,1.0,5.0,83.74,Critical,0,1,1,0.000392,0.00025145,50.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000564,ACC000895,Account,ACC000895,0,18.0,1181.73,66.0,93.4,8.0,2.0,6.0,83.39,Critical,4,17,21,0.008239,0.00032154,50.26,Review high-risk graph entity and connected transaction network.
CENTRALITY-000565,ACC001008,Account,ACC001008,0,17.0,590.95,83.0,80.12,10.0,0.0,3.0,83.39,Critical,2,17,19,0.007454,0.00026472,50.24,Review high-risk graph entity and connected transaction network.
CENTRALITY-000566,ACC001158,Account,ACC001158,0,10.0,799.67,88.0,95.37,6.0,1.0,0.0,83.48,Critical,1,12,13,0.0051,0.00025145,50.24,Review high-risk graph entity and connected transaction network.
CENTRALITY-000567,ACC000310,Account,ACC000310,0,5.0,1866.82,86.0,90.5,5.0,1.0,4.0,83.38,Critical,6,6,12,0.004708,0.0005118,50.22,Review high-risk graph entity and connected transaction network.
CENTRALITY-000568,ACC000378,Account,ACC000378,0,14.0,733.21,89.0,95.04,5.0,1.0,1.0,83.31,Critical,3,19,22,0.008631,0.00026508,50.21,Review high-risk graph entity and connected transaction network.
CENTRALITY-000569,ACC000173,Account,ACC000173,0,9.0,209.27,88.0,93.67,5.0,1.0,2.0,83.38,Critical,4,10,14,0.005492,0.00027015,50.19,Review high-risk graph entity and connected transaction network.
CENTRALITY-000570,ACC000527,Account,ACC000527,0,4.0,379.77,84.0,95.68,4.0,2.0,3.0,83.29,Critical,3,5,8,0.003138,0.00060433,50.16,Review high-risk graph entity and connected transaction network.
CENTRALITY-000571,ACC000311,Account,ACC000311,0,8.0,333.47,81.0,85.28,8.0,0.0,5.0,83.3,Critical,3,11,14,0.005492,0.00029027,50.15,Review high-risk graph entity and connected transaction network.
CENTRALITY-000572,ACC000827,Account,ACC000827,0,5.0,4089.98,93.0,98.64,3.0,1.0,1.0,83.37,Critical,3,5,8,0.003138,0.000317,50.15,Review high-risk graph entity and connected transaction network.
CENTRALITY-000573,CUST000938,Customer,Grace Smith,0,10.0,799.67,88.0,95.37,6.0,1.0,0.0,83.48,Critical,0,1,1,0.000392,0.00025145,50.15,Review high-risk graph entity and connected transaction network.
CENTRALITY-000574,ACC000592,Account,ACC000592,0,13.0,5448.200000000001,78.0,93.23,7.0,2.0,2.0,83.23,Critical,2,13,15,0.005885,0.00027653,50.11,Review high-risk graph entity and connected transaction network.
CENTRALITY-000575,ACC001167,Account,ACC001167,0,7.0,285.93,100.0,83.68,4.0,0.0,3.0,83.29,Critical,1,10,11,0.004315,0.00025145,50.11,Review high-risk graph entity and connected transaction network.
CENTRALITY-000576,CUST000540,Customer,Oliver Ali,0,13.0,591.73,64.0,94.61,12.0,1.0,5.0,83.41,Critical,0,0,0,0.0,0.00025145,50.1,Review high-risk graph entity and connected transaction network.
CENTRALITY-000577,CUST000234,Customer,James Patel,0,8.0,201.88,88.0,93.67,5.0,1.0,2.0,83.38,Critical,0,1,1,0.000392,0.00025145,50.09,Review high-risk graph entity and connected transaction network.
CENTRALITY-000578,CUST000909,Customer,Fatima Robinson,0,3.0,4765.48,94.0,94.2,3.0,1.0,2.0,83.27,Critical,0,3,3,0.001177,0.00025145,50.04,Review high-risk graph entity and connected transaction network.
CENTRALITY-000579,CUST000393,Customer,Mia Brown,0,14.0,733.21,89.0,95.04,5.0,1.0,1.0,83.31,Critical,0,1,1,0.000392,0.00025145,50.04,Review high-risk graph entity and connected transaction network.
CENTRALITY-000580,ACC001001,Account,ACC001001,0,8.0,4528.83,77.0,99.96,5.0,2.0,3.0,83.14,Critical,2,10,12,0.004708,0.00026766,50.03,Review high-risk graph entity and connected transaction network.
CENTRALITY-000581,ACC000300,Account,ACC000300,0,4.0,498.16999999999996,100.0,97.5,1.0,1.0,1.0,83.12,Critical,4,7,11,0.004315,0.0003826,50.03,Review high-risk graph entity and connected transaction network.
CENTRALITY-000582,CUST000531,Customer,Maya Green,0,7.0,285.93,100.0,83.68,4.0,0.0,3.0,83.29,Critical,0,1,1,0.000392,0.00025145,50.03,Review high-risk graph entity and connected transaction network.
CENTRALITY-000583,ACC000552,Account,ACC000552,0,6.0,386.35,77.0,91.36,6.0,1.0,6.0,83.13,Critical,1,8,9,0.003531,0.00025145,50.0,Review high-risk graph entity and connected transaction network.
CENTRALITY-000584,CUST000177,Customer,Lucas Wright,0,12.0,5212.179999999999,71.0,99.32,8.0,1.0,3.0,83.21,Critical,0,3,3,0.001177,0.00025145,50.0,Review high-risk graph entity and connected transaction network.
CENTRALITY-000585,ACC000098,Account,ACC000098,0,7.0,3255.24,83.0,97.61,5.0,2.0,1.0,83.01,Critical,3,10,13,0.0051,0.00027642,49.96,Review high-risk graph entity and connected transaction network.
CENTRALITY-000586,ACC001178,Account,ACC001178,0,9.0,3939.5699999999997,79.0,99.63,3.0,4.0,2.0,82.92,Critical,3,8,11,0.004315,0.00052386,49.94,Review high-risk graph entity and connected transaction network.
CENTRALITY-000587,CUST000947,Customer,Amelia Brown,0,5.0,4410.889999999999,77.0,99.96,5.0,2.0,3.0,83.14,Critical,0,1,1,0.000392,0.00025145,49.94,Review high-risk graph entity and connected transaction network.
CENTRALITY-000588,ACC001194,Account,ACC001194,0,8.0,266.99,66.0,99.34,6.0,3.0,5.0,82.97,Critical,1,11,12,0.004708,0.00025145,49.93,Review high-risk graph entity and connected transaction network.
CENTRALITY-000589,CUST000236,Customer,Aisha Green,0,14.0,3132.19,67.0,99.81,7.0,1.0,6.0,83.08,Critical,0,0,0,0.0,0.00025145,49.9,Review high-risk graph entity and connected transaction network.
CENTRALITY-000590,CUST000371,Customer,Aisha Hall,0,10.0,698.32,89.0,94.19,5.0,1.0,1.0,83.02,Critical,0,3,3,0.001177,0.00025145,49.89,Review high-risk graph entity and connected transaction network.
CENTRALITY-000591,ACC000274,Account,ACC000274,0,14.0,4517.599999999999,89.0,86.36,7.0,0.0,2.0,82.78,Critical,2,16,18,0.007062,0.00026174,49.86,Review high-risk graph entity and connected transaction network.
CENTRALITY-000592,ACC001103,Account,ACC001103,0,5.0,156.46,100.0,75.29,5.0,0.0,4.0,82.85,Critical,2,6,8,0.003138,0.00039987,49.85,Review high-risk graph entity and connected transaction network.
CENTRALITY-000593,ACC000639,Account,ACC000639,0,4.0,1020.03,83.0,97.24,4.0,1.0,4.0,82.88,Critical,2,5,7,0.002746,0.00026476,49.84,Review high-risk graph entity and connected transaction network.
CENTRALITY-000594,ACC000197,Account,ACC000197,0,15.0,4145.59,71.0,94.76,7.0,2.0,4.0,82.62,Critical,4,18,22,0.008631,0.00035275,49.82,Review high-risk graph entity and connected transaction network.
CENTRALITY-000595,CUST000920,Customer,Ali Miller,0,8.0,509.35,86.0,80.65,8.0,0.0,4.0,82.93,Critical,0,1,1,0.000392,0.00025145,49.82,Review high-risk graph entity and connected transaction network.
CENTRALITY-000596,ACC000757,Account,ACC000757,0,7.0,8471.74,83.0,97.87,5.0,1.0,2.0,82.6,Critical,4,9,13,0.0051,0.00053459,49.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-000597,CUST000321,Customer,Oliver Jones,0,15.0,1616.65,88.0,77.76,10.0,0.0,1.0,82.82,Critical,0,3,3,0.001177,0.00025145,49.77,Review high-risk graph entity and connected transaction network.
CENTRALITY-000598,CUST000750,Customer,Ali Khan,0,11.0,1472.43,73.0,98.47,4.0,5.0,2.0,82.81,Critical,0,2,2,0.000785,0.00025145,49.75,Review high-risk graph entity and connected transaction network.
CENTRALITY-000599,CUST000294,Customer,Maya Davies,0,9.0,306.74,76.0,88.89,9.0,0.0,4.0,82.81,Critical,0,0,0,0.0,0.00025145,49.74,Review high-risk graph entity and connected transaction network.
CENTRALITY-000600,ACC000364,Account,ACC000364,0,4.0,8490.609999999999,100.0,96.16,1.0,1.0,1.0,82.66,Critical,1,6,7,0.002746,0.00025145,49.7,Review high-risk graph entity and connected transaction network.
CENTRALITY-000601,ACC000127,Account,ACC000127,0,12.0,576.21,88.0,91.12,5.0,1.0,2.0,82.49,Critical,4,14,18,0.007062,0.00028029,49.69,Review high-risk graph entity and connected transaction network.
CENTRALITY-000602,CUST000405,Customer,Daniel Walker,0,11.0,4369.56,88.0,84.57,7.0,0.0,3.0,82.7,Critical,0,1,1,0.000392,0.00025145,49.68,Review high-risk graph entity and connected transaction network.
CENTRALITY-000603,ACC000748,Account,ACC000748,0,3.0,10264.55,83.0,97.8,3.0,3.0,2.0,82.58,Critical,2,3,5,0.001962,0.00041096,49.67,Review high-risk graph entity and connected transaction network.
CENTRALITY-000604,CUST000158,Customer,Leo Khan,0,18.0,6683.18,67.0,92.94,9.0,1.0,5.0,82.68,Critical,0,1,1,0.000392,0.00025145,49.67,Review high-risk graph entity and connected transaction network.
CENTRALITY-000605,CUST000804,Customer,Mia Ahmed,0,15.0,4286.759999999999,61.0,94.93,9.0,3.0,4.0,82.68,Critical,0,1,1,0.000392,0.00025145,49.67,Review high-risk graph entity and connected transaction network.
CENTRALITY-000606,ACC000250,Account,ACC000250,0,9.0,700.56,66.0,95.28,7.0,2.0,6.0,82.55,Critical,1,9,10,0.003923,0.00025145,49.66,Review high-risk graph entity and connected transaction network.
CENTRALITY-000607,ACC000418,Account,ACC000418,0,6.0,434.55,85.0,99.06,4.0,1.0,2.0,82.42,Critical,4,7,11,0.004315,0.00041267,49.62,Review high-risk graph entity and connected transaction network.
CENTRALITY-000608,CUST000404,Customer,Leo Young,0,8.0,683.63,66.0,95.28,7.0,2.0,6.0,82.55,Critical,0,1,1,0.000392,0.00025145,49.59,Review high-risk graph entity and connected transaction network.
CENTRALITY-000609,ACC000991,Account,ACC000991,0,6.0,4018.7,81.0,91.28,5.0,1.0,5.0,82.4,Critical,2,7,9,0.003531,0.00031469,49.57,Review high-risk graph entity and connected transaction network.
CENTRALITY-000610,CUST000657,Customer,Lucas Robinson,0,9.0,277.91,88.0,95.47,4.0,1.0,2.0,82.51,Critical,0,0,0,0.0,0.00025145,49.56,Review high-risk graph entity and connected transaction network.
CENTRALITY-000611,ACC000462,Account,ACC000462,0,16.0,8070.01,72.0,99.38,7.0,1.0,3.0,82.18,Critical,3,19,22,0.008631,0.00028638,49.54,Review high-risk graph entity and connected transaction network.
CENTRALITY-000612,ACC001053,Account,ACC001053,0,12.0,439.56,57.0,96.11,7.0,5.0,5.0,82.29,Critical,2,11,13,0.0051,0.00026739,49.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-000613,ACC001116,Account,ACC001116,0,3.0,4778.99,94.0,94.2,3.0,1.0,1.0,82.27,Critical,5,6,11,0.004315,0.00042895,49.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-000614,CUST000783,Customer,Noah Walker,0,10.0,452.2,71.0,97.05,6.0,1.0,6.0,82.42,Critical,0,3,3,0.001177,0.00025145,49.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-000615,CUST000324,Customer,Oliver Miller,0,12.0,468.91999999999996,79.0,96.92,4.0,4.0,1.0,82.47,Critical,0,0,0,0.0,0.00025145,49.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-000616,CUST000991,Customer,Noah Davies,0,13.0,2229.61,67.0,93.59,8.0,1.0,6.0,82.41,Critical,0,3,3,0.001177,0.00025145,49.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-000617,CUST000106,Customer,Hannah Patel,0,8.0,6428.18,80.0,81.2,8.0,0.0,6.0,82.42,Critical,0,2,2,0.000785,0.00025145,49.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-000618,CUST000638,Customer,Maya Young,0,12.0,497.83,88.0,96.67,4.0,2.0,0.0,82.43,Critical,0,0,0,0.0,0.00025145,49.51,Review high-risk graph entity and connected transaction network.
CENTRALITY-000619,ACC000433,Account,ACC000433,0,9.0,3982.9,73.0,93.79,7.0,2.0,3.0,82.18,Critical,4,12,16,0.006277,0.00029447,49.49,Review high-risk graph entity and connected transaction network.
CENTRALITY-000620,CUST000233,Customer,Ali Robinson,0,7.0,303.63,88.0,93.68,5.0,1.0,1.0,82.39,Critical,0,1,1,0.000392,0.00025145,49.49,Review high-risk graph entity and connected transaction network.
CENTRALITY-000621,MER000230,Merchant,Fuel Merchant 230,0,51.0,28332.65,58.0,90.02,13.0,1.0,7.0,81.11,Critical,50,0,50,0.019616,0.00196526,49.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-000622,ACC000075,Account,ACC000075,0,13.0,6116.0599999999995,86.0,96.62,4.0,1.0,2.0,82.02,Critical,5,14,19,0.007454,0.00038342,49.44,Review high-risk graph entity and connected transaction network.
CENTRALITY-000623,ACC001285,Account,ACC001285,0,18.0,4331.94,71.0,90.08,11.0,1.0,2.0,81.98,Critical,3,19,22,0.008631,0.00025837,49.41,Review high-risk graph entity and connected transaction network.
CENTRALITY-000624,ACC000402,Account,ACC000402,0,4.0,346.26,83.0,93.73,4.0,2.0,3.0,82.16,Critical,2,4,6,0.002354,0.00026081,49.4,Review high-risk graph entity and connected transaction network.
CENTRALITY-000625,ACC001138,Account,ACC001138,0,1.0,2617.46,96.0,99.9,1.0,1.0,1.0,82.16,Critical,2,3,5,0.001962,0.00025446,49.39,Review high-risk graph entity and connected transaction network.
CENTRALITY-000626,ACC000033,Account,ACC000033,0,10.0,7741.47,66.0,96.7,8.0,1.0,5.0,82.04,Critical,1,12,13,0.0051,0.00025145,49.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000627,ACC001155,Account,ACC001155,0,9.0,515.52,97.0,89.68,4.0,0.0,1.0,82.04,Critical,2,9,11,0.004315,0.00034865,49.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000628,ACC001137,Account,ACC001137,0,5.0,343.09000000000003,83.0,97.86,5.0,2.0,0.0,82.1,Critical,2,7,9,0.003531,0.00025885,49.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-000629,CUST000028,Customer,Adam Smith,0,10.0,400.37,73.0,89.37,8.0,0.0,6.0,82.13,Critical,0,1,1,0.000392,0.00025145,49.34,Review high-risk graph entity and connected transaction network.
CENTRALITY-000630,ACC000117,Account,ACC000117,0,8.0,398.59,93.0,90.3,4.0,1.0,1.0,81.96,Critical,2,11,13,0.0051,0.00025185,49.33,Review high-risk graph entity and connected transaction network.
CENTRALITY-000631,ACC000256,Account,ACC000256,0,15.0,755.51,88.0,80.73,8.0,0.0,2.0,81.86,Critical,3,15,18,0.007062,0.00029903,49.32,Review high-risk graph entity and connected transaction network.
CENTRALITY-000632,ACC000851,Account,ACC000851,0,10.0,1429.8999999999999,71.0,99.87,6.0,2.0,3.0,81.9,Critical,2,11,13,0.0051,0.00029419,49.3,Review high-risk graph entity and connected transaction network.
CENTRALITY-000633,ACC001112,Account,ACC001112,0,10.0,8172.52,83.0,95.62,5.0,1.0,2.0,81.82,Critical,3,13,16,0.006277,0.00038248,49.29,Review high-risk graph entity and connected transaction network.
